layer,group_size,ambiguity_mode,target_sparsity,aggregation,exact_match,mismatch_count,valid_tiles,selected_tiles,row_certification_rate,ambiguous_rate,fallback_rate,mean_interval_width,p50_interval_width,p90_interval_width,p99_interval_width,selected_ambiguous_rate,rejected_ambiguous_rate,boundary_band_size_mean,boundary_band_size_p90,certified_keep_rate,certified_drop_rate,mean_margin_to_boundary,p10_margin_to_boundary,score_interval_width_over_margin_p50,score_interval_width_over_margin_p90
16,32,threshold,0.75,logsumexp,True,0,115584,29568,0.15401785714285715,0.06746608527131782,0.06746608527131782,0.6926521062850952,0.6822474002838135,0.9667345285415649,1.2183767557144165,0.14765963203463203,0.03989955357142857,557.0,720.7999877929688,0.8523403679653679,0.9601004464285714,inf,0.5709600448608398,0.21356019377708435,1.1347873210906982
16,16,partition,0.75,logsumexp,True,0,115584,29568,0.16908482142857142,0.10071463178294573,0.10071463178294573,0.6186754703521729,0.596160888671875,0.8887389898300171,1.1319383382797241,0.17918019480519481,0.07374209449404762,831.5000610351562,1103.0,0.8208198051948052,0.9262579055059523,inf,0.5709600448608398,0.18871349096298218,0.9927937388420105
16,16,threshold,0.75,logsumexp,True,0,115584,29568,0.16908482142857142,0.06014673311184939,0.06014673311184939,0.6186754703521729,0.596160888671875,0.8887389898300171,1.1319383382797241,0.13487554112554112,0.034458705357142856,496.5714416503906,621.3999633789062,0.8651244588744589,0.9655412946428571,inf,0.5709600448608398,0.18871349096298218,0.9927937388420105
16,8,partition,0.75,logsumexp,True,0,115584,29568,0.18582589285714285,0.08923380398671096,0.08923380398671096,0.5504317879676819,0.5297999978065491,0.7963395714759827,1.00596284866333,0.16064664502164502,0.06468563988095238,736.7142944335938,944.2000122070312,0.839353354978355,0.9353143601190477,inf,0.5709600448608398,0.16719764471054077,0.8792899250984192
16,8,threshold,0.75,logsumexp,True,0,115584,29568,0.18582589285714285,0.05419435215946844,0.05419435215946844,0.5504317879676819,0.5297999978065491,0.7963395714759827,1.00596284866333,0.12361336580086581,0.030331566220238096,447.4285888671875,549.7000122070312,0.8763866341991342,0.9696684337797619,inf,0.5709600448608398,0.16719764471054077,0.8792899250984192
16,4,partition,0.75,logsumexp,True,0,115584,29568,0.21037946428571427,0.07700027685492802,0.07700027685492802,0.47441619634628296,0.45483171939849854,0.6838675737380981,0.879642903804779,0.1400500541125541,0.05532691592261905,635.7142944335938,807.5999755859375,0.8599499458874459,0.9446730840773809,inf,0.5709600448608398,0.14436805248260498,0.7579218149185181
16,4,threshold,0.75,logsumexp,True,0,115584,29568,0.21037946428571427,0.04804298172757475,0.04804298172757475,0.47441619634628296,0.45483171939849854,0.6838675737380981,0.879642903804779,0.11204680735930736,0.026041666666666668,396.64288330078125,482.3999938964844,0.8879531926406926,0.9739583333333334,inf,0.5709600448608398,0.14436805248260498,0.7579218149185181
20,32,partition,0.65,logsumexp,True,0,115584,41314,0.07756696428571429,0.2713178294573643,0.2713178294573643,0.5456460118293762,0.540446937084198,0.7103322148323059,0.9045385122299194,0.34772716270513626,0.22881378753197792,2240.0,3051.2998046875,0.6522728372948637,0.7711862124680221,inf,0.20160652697086334,0.4888089895248413,2.713460683822632
20,32,threshold,0.65,logsumexp,True,0,115584,41314,0.07756696428571429,0.1464735603543743,0.1464735603543743,0.5456460118293762,0.540446937084198,0.7103322148323059,0.9045385122299194,0.213535363315099,0.10916924734078362,1209.2857666015625,1641.39990234375,0.786464636684901,0.8908307526592164,inf,0.20160652697086334,0.4888089895248413,2.713460683822632
20,16,partition,0.65,logsumexp,True,0,115584,41314,0.09709821428571429,0.21495189645625692,0.21495189645625692,0.43427231907844543,0.4356350898742676,0.548128068447113,0.6355717778205872,0.28230139904148716,0.1774875454423051,1774.6429443359375,2259.099853515625,0.7176986009585129,0.822512454557695,inf,0.20160652697086334,0.38821136951446533,2.1435115337371826
20,16,threshold,0.65,logsumexp,True,0,115584,41314,0.09709821428571429,0.11824300941306755,0.11824300941306755,0.43427231907844543,0.4356350898742676,0.548128068447113,0.6355717778205872,0.17730067289538656,0.08539114043355325,976.21435546875,1216.9000244140625,0.8226993271046135,0.9146088595664468,inf,0.20160652697086334,0.38821136951446533,2.1435115337371826
