layer,block_size,target_sparsity,mask_type,local_blocks,landmark_method,num_landmarks,score_method,local_budget_overflow_rate,oracle_gap_mass,oracle_gap_l2,actual_tile_sparsity,attention_tile_work_fraction,kept_attention_mass_mean,kept_attention_mass_p50,kept_attention_mass_p90,dropped_attention_mass_mean,output_l2_relative_mean,output_l2_relative_p90,output_cosine_mean,output_cosine_p10,prob_l1_mean,prob_kl_mean,token_mask_sparsity,quality_pass,strong_quality_pass
12,16,0.4,local_plus_landmark,1,mean_plus_topk_norm,2,max,0.03125,0.09582895040512085,0.17827237397432327,0.37310606060606055,0.6268939393939394,0.8622463941574097,0.934795618057251,0.9996948838233948,0.1377536505460739,0.22951297461986542,0.6801522374153137,0.9885267019271851,0.9754281044006348,0.2755073010921478,3.3367137908935547,0.69140625,False,False
12,16,0.4,local_plus_landmark,1,mean_plus_topk_norm,2,hybrid,0.03125,0.09645241498947144,0.1802426502108574,0.37310606060606055,0.6268939393939394,0.8616229295730591,0.9377845525741577,0.9997115135192871,0.13837702572345734,0.23148325085639954,0.6950592994689941,0.9886283278465271,0.9757977724075317,0.2767540514469147,3.3568763732910156,0.69140625,False,False
12,16,0.4,local_plus_landmark,2,mean_plus_max_norm,2,max,0.09375,0.11351567506790161,0.20771446079015732,0.37310606060606055,0.6268939393939394,0.8445596694946289,0.9136515855789185,0.9997634291648865,0.1554403156042099,0.25895506143569946,0.7634355425834656,0.9855718016624451,0.9745322465896606,0.3108806312084198,3.7865235805511475,0.69140625,False,False
12,16,0.4,local_plus_landmark,2,mean_plus_max_norm,2,hybrid,0.09375,0.11467611789703369,0.21102827042341232,0.37310606060606055,0.6268939393939394,0.8433992266654968,0.9156107902526855,0.9997583031654358,0.1566006988286972,0.26226887106895447,0.779018223285675,0.9850013852119446,0.9737616181373596,0.3132013976573944,3.8179051876068115,0.69140625,False,False
12,16,0.4,local_plus_landmark,2,mean_plus_topk_norm,2,max,0.09375,0.10649377107620239,0.2002611979842186,0.37310606060606055,0.6268939393939394,0.8515815734863281,0.9308208227157593,0.9996896386146545,0.14841841161251068,0.25150179862976074,0.7679590582847595,0.9849541783332825,0.9745956659317017,0.29683682322502136,3.6107723712921143,0.69140625,False,False
12,16,0.4,local_plus_landmark,2,mean_plus_topk_norm,2,hybrid,0.09375,0.10703438520431519,0.20205145329236984,0.37310606060606055,0.6268939393939394,0.8510409593582153,0.9334436655044556,0.9997094869613647,0.14895905554294586,0.253292053937912,0.778806209564209,0.985036313533783,0.9749701619148254,0.2979181110858917,3.6287264823913574,0.69140625,False,False
12,16,0.4,aglr_adaptive_m0.90,1,mean_plus_max_norm,2,max,0.9174107142857143,0.1871112585067749,0.35387133806943893,0.4500811688311688,0.5499188311688312,0.7709640860557556,0.837353527545929,0.999249279499054,0.2290358990430832,0.4051119387149811,1.133379340171814,0.9669346809387207,0.9326754212379456,0.458071768283844,5.5876312255859375,0.7310965401785714,False,False
12,16,0.4,aglr_adaptive_m0.90,2,mean_plus_max_norm,2,max,0.9776785714285714,0.15599125623703003,0.28499703854322433,0.42275432900432897,0.577245670995671,0.8020840883255005,0.8647098541259766,0.9996546506881714,0.19791600108146667,0.3362376391887665,0.953163206577301,0.9784141778945923,0.9552397727966309,0.39583200216293335,4.827733516693115,0.7170061383928572,False,False
12,16,0.4,aglr_adaptive_m0.90,1,mean_plus_max_norm,2,hybrid,0.9375,0.184076189994812,0.35091685503721237,0.43912337662337664,0.5608766233766234,0.7739991545677185,0.8441048860549927,0.9992464780807495,0.2260008156299591,0.4021574556827545,1.132304310798645,0.9673408269882202,0.9323464035987854,0.4520016312599182,5.524963855743408,0.7254464285714286,False,False
12,16,0.4,aglr_adaptive_m0.90,2,mean_plus_max_norm,2,hybrid,0.9910714285714286,0.15557855367660522,0.2831234261393547,0.4196428571428571,0.5803571428571429,0.8024967908859253,0.8674708604812622,0.9996502995491028,0.19750331342220306,0.33436402678489685,0.9496930241584778,0.9790412187576294,0.9569554924964905,0.39500662684440613,4.820378303527832,0.7154017857142857,False,False
