layer,target_sparsity,block_size,aggregation,group_size,valid_tiles,selected_tiles,row_certification_rate,ambiguous_rate,fallback_rate,exact_mask_match,mismatch_count,mean_interval_width,p90_interval_width,p99_interval_width
3,0.75,8,logsumexp,16,115584,29568,0.12053571428571429,0.08843784606866002,0.08843784606866002,True,0,0.5620706081390381,0.7381572127342224,0.9373248815536499
8,0.75,8,logsumexp,16,115584,29568,0.10602678571428571,0.3856070044296788,0.3856070044296788,True,0,4.390377044677734,7.52617073059082,22.84975814819336
12,0.65,8,logsumexp,16,115584,41314,0.11216517857142858,0.0840687292358804,0.0840687292358804,True,0,0.40937644243240356,0.5694865584373474,0.7337742447853088
13,0.75,8,logsumexp,16,115584,29568,0.15848214285714285,0.06711136489479513,0.06711136489479513,True,0,0.44352149963378906,0.5570125579833984,0.6485456228256226
16,0.75,8,logsumexp,16,115584,29568,0.16908482142857142,0.06014673311184939,0.06014673311184939,True,0,0.6186754703521729,0.8887389898300171,1.1319383382797241
20,0.65,8,logsumexp,16,115584,41314,0.09709821428571429,0.11824300941306755,0.11824300941306755,True,0,0.43427231907844543,0.548128068447113,0.6355717778205872
