layer,mean_interval_width,p50_interval_width,p90_interval_width,p99_interval_width
3,0.5620706081390381,0.5904998779296875,0.7381572127342224,0.9373248815536499
8,4.390377044677734,2.6890861988067627,7.52617073059082,22.84975814819336
12,0.40937644243240356,0.4098355770111084,0.5694865584373474,0.7337742447853088
13,0.44352149963378906,0.446765661239624,0.5570125579833984,0.6485456228256226
16,0.6186754703521729,0.596160888671875,0.8887389898300171,1.1319383382797241
20,0.43427231907844543,0.4356350898742676,0.548128068447113,0.6355717778205872
