layer,strategy_name,group_size,valid_tiles,actual_sparsity,naive_mismatch_rate,false_drop_rate,false_keep_rate,certificate_violations,certimask_exact_match_rate,analytic_refinement_rate,actual_refinement_rate,score_error_p50,score_error_p90,score_error_p99,bound_p50,bound_p90,bound_p99,rho_p50,rho_p90,rho_p99,rho_max,score_std,abs_score_p50,abs_score_p90,abs_score_p99
8,k_only_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.018853021978021977,0.0025412087912087913,0.016311813186813188,0,1.0,0.10003434065934066,0.10003434065934066,0.01220703125,0.19929131865501404,0.7871140837669373,0.1928863823413849,0.6447247862815857,2.659350633621216,11.34971809387207,63.23033905029297,625.8258056640625,106674192384.0,36.72123336791992,8.82469654083252,36.191680908203125,203.7589874267578
8,k_only_per_vector_coordinate_analytic,0,29120,0.8658653846153846,0.055357142857142855,0.005563186813186813,0.04979395604395604,0,1.0,0.5536744505494505,0.5536744505494505,0.0747365951538086,1.2493681907653809,3.6956937313079834,3.6047379970550537,12.851906776428223,33.472476959228516,18.248043060302734,95.54042053222656,997.1669311523438,570365.9375,36.72123336791992,8.82469654083252,36.191680908203125,203.7589874267578
8,qk_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.02074175824175824,0.0030906593406593405,0.0176510989010989,0,1.0,0.1619162087912088,0.1619162087912088,0.01742076873779297,0.27967390418052673,1.1511430740356445,0.3903679847717285,1.392778754234314,4.858963966369629,16.273088455200195,93.01319885253906,925.4244384765625,546395.1875,36.72123336791992,8.82469654083252,36.191680908203125,203.7589874267578
9,k_only_per_group_g16_coordinate_analytic,16,29120,0.8658653846153846,0.018166208791208793,0.0020604395604395605,0.01610576923076923,0,1.0,0.08028846153846154,0.08028846153846154,0.029191970825195312,0.06747221946716309,0.1030915305018425,0.24294070899486542,0.2969358563423157,0.3501160144805908,8.175158500671387,43.837196350097656,459.0033874511719,180243.21875,9.03357219696045,8.846138000488281,27.93072509765625,37.98969650268555
9,k_only_per_group_g8_coordinate_analytic,8,29120,0.8658653846153846,0.01871565934065934,0.0014423076923076924,0.01727335164835165,0,1.0,0.0698489010989011,0.0698489010989011,0.018868446350097656,0.05148429796099663,0.07828667759895325,0.19262287020683289,0.24670341610908508,0.2941046357154846,10.00596809387207,62.38348388671875,625.0150146484375,225433141248.0,9.03357219696045,8.846138000488281,27.93072509765625,37.98969650268555
9,k_only_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.017445054945054946,0.0008241758241758242,0.01662087912087912,0,1.0,0.06153846153846154,0.06153846153846154,0.008868217468261719,0.028407476842403412,0.06218840181827545,0.137334942817688,0.22301308810710907,0.260520339012146,15.951217651367188,87.81934356689453,990.104736328125,217377030144.0,9.03357219696045,8.846138000488281,27.93072509765625,37.98969650268555
9,k_only_per_vector_coordinate_analytic,0,29120,0.8658653846153846,0.020947802197802196,0.0026785714285714286,0.01826923076923077,0,1.0,0.21497252747252749,0.21497252747252749,0.037706613540649414,0.10547137260437012,0.17184579372406006,0.9540218710899353,1.260863184928894,1.4302312135696411,23.48773193359375,115.95713806152344,1100.4967041015625,1381782913024.0,9.03357219696045,8.846138000488281,27.93072509765625,37.98969650268555
9,qk_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.018440934065934066,0.0014766483516483516,0.016964285714285713,0,1.0,0.10075549450549451,0.10075549450549451,0.015949249267578125,0.048958394676446915,0.11337228119373322,0.29995864629745483,0.5603596568107605,0.7255957126617432,19.897180557250977,107.3516616821289,1222.60888671875,328219754496.0,9.03357219696045,8.846138000488281,27.93072509765625,37.98969650268555
10,k_only_per_group_g16_coordinate_analytic,16,29120,0.8658653846153846,0.019059065934065936,0.001614010989010989,0.017445054945054946,0,1.0,0.09601648351648352,0.09601648351648352,0.01703023910522461,0.044319771230220795,0.07314606755971909,0.20106498897075653,0.2430785447359085,0.2778952419757843,11.357847213745117,59.758514404296875,588.784912109375,269215.96875,3.431797981262207,6.685447692871094,12.756200790405273,17.45223045349121
10,k_only_per_group_g8_coordinate_analytic,8,29120,0.8658653846153846,0.015281593406593406,0.001201923076923077,0.01407967032967033,0,1.0,0.08155906593406594,0.08155906593406594,0.010092973709106445,0.029536914080381393,0.05290814861655235,0.1554166078567505,0.18840235471725464,0.21016478538513184,15.128395080566406,82.69076538085938,799.275390625,292927.375,3.431797981262207,6.685447692871094,12.756200790405273,17.45223045349121
10,k_only_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.018543956043956044,0.0005837912087912088,0.017960164835164834,0,1.0,0.07074175824175824,0.07074175824175824,0.007413387298583984,0.019168280065059662,0.0317893885076046,0.12458617985248566,0.15912307798862457,0.1738514006137848,16.54291534423828,92.02889251708984,905.8446044921875,95347277824.0,3.431797981262207,6.685447692871094,12.756200790405273,17.45223045349121
10,k_only_per_vector_coordinate_analytic,0,29120,0.8658653846153846,0.02489697802197802,0.0026442307692307694,0.022252747252747253,0,1.0,0.25333104395604394,0.25333104395604394,0.039403676986694336,0.09132837504148483,0.13496102392673492,0.7655842304229736,0.9452826380729675,1.033364176750183,18.348529815673828,90.5324935913086,915.04296875,92343.875,3.431797981262207,6.685447692871094,12.756200790405273,17.45223045349121
10,qk_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.018887362637362636,0.0007898351648351648,0.018097527472527474,0,1.0,0.1117445054945055,0.1117445054945055,0.010824084281921387,0.028326891362667084,0.04826992377638817,0.2585538625717163,0.32964596152305603,0.36338937282562256,23.782129287719727,127.72827911376953,1335.9427490234375,680846.6875,3.431797981262207,6.685447692871094,12.756200790405273,17.45223045349121
11,k_only_per_group_g16_coordinate_analytic,16,29120,0.8658653846153846,0.018131868131868133,0.0006524725274725274,0.017479395604395605,0,1.0,0.06476648351648352,0.06476648351648352,0.011259198188781738,0.02819838374853134,0.05563287436962128,0.18283087015151978,0.256491094827652,0.29591450095176697,16.624114990234375,86.33786010742188,812.7268676757812,224172392448.0,9.015186309814453,8.971216201782227,28.19196128845215,35.21619415283203
11,k_only_per_group_g8_coordinate_analytic,8,29120,0.8658653846153846,0.018166208791208793,0.0004464285714285714,0.01771978021978022,0,1.0,0.06167582417582418,0.06167582417582418,0.008368968963623047,0.02204723283648491,0.03710663318634033,0.1629108190536499,0.23573818802833557,0.2794967591762543,19.787925720214844,108.76531982421875,1123.688720703125,132247601152.0,9.015186309814453,8.971216201782227,28.19196128845215,35.21619415283203
11,k_only_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.016380494505494506,0.00020604395604395604,0.01617445054945055,0,1.0,0.057348901098901096,0.057348901098901096,0.006034135818481445,0.01640911027789116,0.027414172887802124,0.13961350917816162,0.20455484092235565,0.24401599168777466,23.93703842163086,130.62100219726562,1233.85107421875,179709886464.0,9.015186309814453,8.971216201782227,28.19196128845215,35.21619415283203
11,k_only_per_vector_coordinate_analytic,0,29120,0.8658653846153846,0.016929945054945054,0.0013049450549450549,0.015625,0,1.0,0.1534684065934066,0.1534684065934066,0.018898487091064453,0.05325450748205185,0.08443812280893326,0.6593562960624695,0.9594815969467163,1.1754016876220703,36.510013580322266,208.420166015625,2111.498291015625,690625642496.0,9.015186309814453,8.971216201782227,28.19196128845215,35.21619415283203
11,qk_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.016964285714285713,0.0006524725274725274,0.016311813186813188,0,1.0,0.0898695054945055,0.0898695054945055,0.013780593872070312,0.037991806864738464,0.0712367370724678,0.3123668134212494,0.4784541130065918,0.5714085698127747,23.051578521728516,126.17068481445312,1260.4505615234375,818896.5,9.015186309814453,8.971216201782227,28.19196128845215,35.21619415283203
12,k_only_per_group_g16_coordinate_analytic,16,29120,0.8658653846153846,0.018200549450549452,0.0010302197802197802,0.017170329670329672,0,1.0,0.06809752747252747,0.06809752747252747,0.02260005474090576,0.053584907203912735,0.0849967896938324,0.18542814254760742,0.24667592346668243,0.2814406454563141,7.936703681945801,38.439453125,387.9266052246094,56993.89453125,3.881010055541992,2.854621171951294,8.000948905944824,12.488449096679688
12,k_only_per_group_g8_coordinate_analytic,8,29120,0.8658653846153846,0.018200549450549452,0.0008928571428571428,0.01730769230769231,0,1.0,0.06380494505494505,0.06380494505494505,0.02181488275527954,0.050104375928640366,0.07409833371639252,0.15823587775230408,0.21051684021949768,0.2344595193862915,7.03411865234375,36.29256820678711,376.5574645996094,362508.65625,3.881010055541992,2.854621171951294,8.000948905944824,12.488449096679688
12,k_only_per_group_g4_coordinate_analytic,4,29120,0.8658653846153846,0.01603708791208791,0.0002747252747252747,0.015762362637362637,0,1.0,0.05563186813186813,0.05563186813186813,0.005796551704406738,0.015419960021972656,0.026590421795845032,0.11382082849740982,0.1531623899936676,0.1796843409538269,19.355850219726562,107.9258804321289,1052.4669189453125,120606.9453125,3.881010055541992,2.854621171951294,8.000948905944824,12.488449096679688
12,k_only_per_vector_coordinate_analytic,0,29120,0.8658653846153846,0.01981456043956044,0.001201923076923077,0.018612637362637362,0,1.0,0.1300824175824176,0.1300824175824176,0.02499258518218994,0.0636255294084549,0.10489045828580856,0.5033196210861206,0.6537894010543823,0.7572087645530701,18.910491943359375,102.33206939697266,960.3055419921875,642415.5625,3.881010055541992,2.854621171951294,8.000948905944824,12.488449096679688
