batch,head,query_block,valid_key_blocks,naive_mismatch,oracle_crossing,actual_refinement,analytic_refinement,mean_error,mean_margin,mean_actual_bound,mean_analytic_bound
0,0,0,1,1.0,0.0,1.0,2.0,0.04795670509338379,0.0,0.3190612494945526,0.5818623900413513
0,0,1,2,0.5,0.0,0.5,0.5,0.015229225158691406,0.26289933919906616,0.3130651116371155,0.5269497632980347
0,0,2,3,0.3333333333333333,0.0,0.6666666666666666,1.0,0.04315769672393799,0.3755853474140167,0.33834108710289,0.5693877935409546
0,0,3,4,0.25,0.0,0.75,1.0,0.01755376160144806,0.46678608655929565,0.3220674693584442,0.5656190514564514
0,0,4,5,0.2,0.0,0.6,0.8,0.017247140407562256,0.6785257458686829,0.32737022638320923,0.6088425517082214
0,0,5,6,0.16666666666666666,0.0,0.16666666666666666,0.5,0.03497082367539406,1.0469852685928345,0.3852803409099579,0.6379328966140747
0,0,6,7,0.0,0.0,0.42857142857142855,0.7142857142857143,0.014914514496922493,0.8476039171218872,0.35763245820999146,0.6849005818367004
0,0,7,8,0.125,0.0,0.5,0.625,0.03543664515018463,0.9912938475608826,0.3956901431083679,0.6822304725646973
0,0,8,9,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.014467043802142143,0.6061469912528992,0.3206001818180084,0.5800899267196655
0,0,9,10,0.0,0.0,0.2,0.4,0.01815793476998806,0.7083728313446045,0.29540544748306274,0.5259508490562439
0,0,10,11,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.02011478878557682,0.6751186847686768,0.34353384375572205,0.5946730971336365
0,0,11,12,0.0,0.0,0.4166666666666667,0.75,0.01011564303189516,0.6118986010551453,0.37002015113830566,0.6676270961761475
0,0,12,13,0.07692307692307693,0.0,0.38461538461538464,0.7692307692307693,0.030260631814599037,0.9825951457023621,0.39881643652915955,0.6931442618370056
0,0,13,14,0.07142857142857142,0.0,0.5,0.7142857142857143,0.02776351571083069,0.9970841407775879,0.40998584032058716,0.6784439086914062
0,0,14,15,0.06666666666666667,0.0,0.6,0.8,0.0198457483202219,1.2329541444778442,0.45851820707321167,0.7836332321166992
0,0,15,16,0.0,0.0,0.625,0.9375,0.02235231176018715,1.1155694723129272,0.4411540925502777,0.7756326198577881
0,0,16,17,0.058823529411764705,0.0,0.17647058823529413,0.4117647058823529,0.033486317843198776,1.2293914556503296,0.3512161076068878,0.6450461149215698
0,0,17,18,0.05555555555555555,0.0,0.05555555555555555,0.2222222222222222,0.03273455426096916,1.4038115739822388,0.3272290825843811,0.5808156132698059
0,0,18,19,0.05263157894736842,0.0,0.2631578947368421,0.3684210526315789,0.013894324190914631,1.2020431756973267,0.3922577202320099,0.6343000531196594
0,0,19,20,0.0,0.0,0.25,0.4,0.014990964904427528,0.8799508810043335,0.39266592264175415,0.7002302408218384
0,0,20,21,0.047619047619047616,0.0,0.47619047619047616,0.7142857142857143,0.022989394143223763,1.028111457824707,0.43120601773262024,0.7194097638130188
0,0,21,22,0.045454545454545456,0.0,0.2727272727272727,0.5454545454545454,0.01949533261358738,1.2222329378128052,0.3948979079723358,0.7021613717079163
0,0,22,23,0.043478260869565216,0.0,0.391304347826087,0.6521739130434783,0.03996691480278969,1.5748600959777832,0.48642390966415405,0.7863991856575012
0,0,23,24,0.0,0.0,0.5,0.7083333333333334,0.014028653502464294,1.343056082725525,0.44196149706840515,0.773219883441925
0,0,24,25,0.04,0.0,0.32,0.52,0.02307138405740261,1.1283340454101562,0.38414397835731506,0.6667382121086121
0,0,25,26,0.0,0.0,0.11538461538461539,0.5,0.022329362109303474,1.3302135467529297,0.3329089879989624,0.5991524457931519
0,0,26,27,0.0,0.0,0.37037037037037035,0.8148148148148148,0.022048521786928177,0.9070876836776733,0.38199374079704285,0.6534934043884277
0,0,27,28,0.03571428571428571,0.0,0.25,0.4642857142857143,0.019624054431915283,0.8277673125267029,0.40766558051109314,0.7193928360939026
0,0,28,29,0.06896551724137931,0.034482758620689655,0.5517241379310345,0.9310344827586207,0.06067473068833351,0.9015501141548157,0.4034067392349243,0.7338550090789795
0,0,29,30,0.03333333333333333,0.0,0.3,0.6666666666666666,0.018541427329182625,1.104769229888916,0.38252535462379456,0.7173073291778564
0,0,30,31,0.0,0.0,0.45161290322580644,0.7741935483870968,0.03392725810408592,1.3865041732788086,0.4462703466415405,0.7931914329528809
0,0,31,32,0.0,0.0,0.5,0.78125,0.04033342003822327,1.258811116218567,0.4545656740665436,0.7770118117332458
0,0,32,33,0.030303030303030304,0.0,0.30303030303030304,0.3939393939393939,0.01794445887207985,1.2258126735687256,0.3967568278312683,0.6886249780654907
0,0,33,34,0.029411764705882353,0.0,0.4117647058823529,0.6764705882352942,0.04471077024936676,1.15172278881073,0.3413095772266388,0.6164441108703613
0,0,34,35,0.0,0.0,0.2571428571428571,0.6571428571428571,0.016107231378555298,1.041329026222229,0.3756171762943268,0.6674121022224426
0,0,35,36,0.027777777777777776,0.0,0.3888888888888889,0.75,0.01973932608962059,0.7635409832000732,0.43425601720809937,0.7387338876724243
0,0,36,37,0.02702702702702703,0.0,0.4864864864864865,0.8378378378378378,0.0441117100417614,1.010671854019165,0.43332070112228394,0.7475717067718506
0,0,37,38,0.02631578947368421,0.0,0.23684210526315788,0.5263157894736842,0.0433187298476696,1.2461684942245483,0.3891289234161377,0.7239783406257629
0,0,38,39,0.02564102564102564,0.0,0.3076923076923077,0.5384615384615384,0.021033689379692078,1.582536220550537,0.4465819001197815,0.798443615436554
0,0,39,40,0.0,0.0,0.375,0.625,0.023659106343984604,1.34158456325531,0.446643203496933,0.7876358032226562
0,0,40,41,0.0,0.0,0.21951219512195122,0.5121951219512195,0.02019547112286091,1.1928678750991821,0.3760983943939209,0.7029743194580078
0,0,41,42,0.023809523809523808,0.023809523809523808,0.40476190476190477,0.5714285714285714,0.023295411840081215,1.1432950496673584,0.36868929862976074,0.6290807127952576
0,0,42,43,0.0,0.0,0.3023255813953488,0.5348837209302325,0.021707704290747643,1.083136796951294,0.3996944725513458,0.6821232438087463
0,0,43,44,0.0,0.0,0.25,0.5227272727272727,0.03982868045568466,0.9973099231719971,0.4269043207168579,0.7555894255638123
0,0,44,45,0.0,0.0,0.5333333333333333,0.7555555555555555,0.022608354687690735,0.9387689232826233,0.4230114817619324,0.7563592791557312
0,0,45,46,0.0,0.0,0.15217391304347827,0.43478260869565216,0.056648507714271545,1.3431836366653442,0.4167739152908325,0.7286677360534668
0,0,46,47,0.02127659574468085,0.0,0.2978723404255319,0.5106382978723404,0.03890123963356018,1.550628662109375,0.4416780173778534,0.8028229475021362
0,0,47,48,0.020833333333333332,0.0,0.3958333333333333,0.5208333333333334,0.03045508824288845,1.2516556978225708,0.44422295689582825,0.7964387536048889
0,0,48,49,0.0,0.0,0.2653061224489796,0.5510204081632653,0.030433988198637962,1.056159257888794,0.39544522762298584,0.711653470993042
0,0,49,50,0.0,0.0,0.36,0.54,0.020012343302369118,0.9978049397468567,0.34423092007637024,0.638291597366333
0,0,50,51,0.0196078431372549,0.0196078431372549,0.21568627450980393,0.39215686274509803,0.03918454051017761,1.1529983282089233,0.3849310278892517,0.6895387768745422
0,0,51,52,0.038461538461538464,0.038461538461538464,0.34615384615384615,0.6153846153846154,0.10025443136692047,0.8402444124221802,0.43416550755500793,0.7672914266586304
0,0,52,53,0.0,0.0,0.4716981132075472,0.6981132075471698,0.023512283340096474,0.8825705051422119,0.4306175708770752,0.7664074897766113
0,0,53,54,0.0,0.0,0.18518518518518517,0.4074074074074074,0.04128643497824669,1.2796835899353027,0.409542977809906,0.7341238856315613
0,0,54,55,0.0,0.0,0.2727272727272727,0.4727272727272727,0.0315389446914196,1.4472242593765259,0.4489133358001709,0.8079062700271606
0,0,55,56,0.0,0.0,0.32142857142857145,0.5178571428571429,0.022868534550070763,1.195178747177124,0.45311039686203003,0.8047398924827576
0,0,56,57,0.0,0.0,0.21052631578947367,0.38596491228070173,0.025790000334382057,1.1281781196594238,0.4145369827747345,0.719275951385498
0,0,57,58,0.0,0.0,0.2413793103448276,0.3620689655172414,0.02835880033671856,1.1586943864822388,0.36571913957595825,0.6474929451942444
0,0,58,59,0.0,0.0,0.2033898305084746,0.3220338983050847,0.022740719839930534,1.1559134721755981,0.40613630414009094,0.6969181895256042
0,0,59,60,0.03333333333333333,0.016666666666666666,0.2,0.4,0.032469309866428375,0.9880886673927307,0.4507412016391754,0.7778539061546326
0,0,60,61,0.01639344262295082,0.0,0.2786885245901639,0.4918032786885246,0.02089393511414528,0.9509021639823914,0.42335620522499084,0.7732711434364319
0,0,61,62,0.03225806451612903,0.016129032258064516,0.16129032258064516,0.3064516129032258,0.03123387321829796,1.3735710382461548,0.41746851801872253,0.735986590385437
0,0,62,63,0.015873015873015872,0.0,0.20634920634920634,0.31746031746031744,0.02337064780294895,1.5222240686416626,0.4720592498779297,0.809402346611023
0,0,63,64,0.015625,0.0,0.21875,0.34375,0.03977487236261368,1.3230369091033936,0.47652795910835266,0.8096964359283447
0,1,0,1,0.0,0.0,1.0,3.0,0.002941131591796875,0.0,1.0411152839660645,1.7419734001159668
0,1,1,2,0.5,0.0,0.5,0.5,0.17723727226257324,2.908017873764038,1.0857024192810059,1.8260955810546875
0,1,2,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.09365129470825195,3.9198811054229736,0.9803673624992371,1.7468897104263306
0,1,3,4,0.0,0.0,0.25,0.25,0.11264443397521973,5.7028913497924805,1.072982668876648,1.8399896621704102
0,1,4,5,0.2,0.0,0.2,0.2,0.03907027095556259,6.771973609924316,1.059346079826355,1.8930736780166626
0,1,5,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.054949045181274414,7.7048726081848145,1.1210285425186157,1.886421799659729
0,1,6,7,0.0,0.0,0.2857142857142857,0.2857142857142857,0.05562669783830643,4.152276039123535,1.0567829608917236,1.9084886312484741
0,1,7,8,0.125,0.0,0.5,0.75,0.06950637698173523,4.15281343460083,1.1275421380996704,1.8755555152893066
0,1,8,9,0.0,0.0,0.7777777777777778,1.1111111111111112,0.1071908101439476,3.624790668487549,1.073960781097412,1.8685400485992432
0,1,9,10,0.0,0.0,0.9,1.7,0.05566791817545891,3.5436081886291504,1.0721031427383423,1.8787658214569092
0,1,10,11,0.09090909090909091,0.0,0.7272727272727273,1.4545454545454546,0.07527253031730652,4.131053924560547,1.0513107776641846,1.8575679063796997
0,1,11,12,0.0,0.0,0.5,0.75,0.07999925315380096,4.278643608093262,1.004292368888855,1.853713870048523
0,1,12,13,0.07692307692307693,0.0,0.23076923076923078,0.6923076923076923,0.05979817733168602,4.8841681480407715,1.0974169969558716,1.9343698024749756
0,1,13,14,0.0,0.0,0.9285714285714286,1.7142857142857142,0.030465593561530113,3.610682964324951,1.0749139785766602,1.9135178327560425
0,1,14,15,0.06666666666666667,0.0,0.6,1.0666666666666667,0.03335151821374893,4.508540630340576,1.0947524309158325,1.9129091501235962
0,1,15,16,0.0625,0.0,0.5625,1.0,0.06283004581928253,4.299492359161377,1.0656007528305054,1.8590991497039795
0,1,16,17,0.0,0.0,0.4117647058823529,1.1176470588235294,0.05262451246380806,3.3538293838500977,1.050910472869873,1.8905965089797974
0,1,17,18,0.05555555555555555,0.0,0.8888888888888888,1.6111111111111112,0.06939344853162766,2.9461474418640137,1.1302037239074707,1.9009766578674316
0,1,18,19,0.0,0.0,0.6842105263157895,1.263157894736842,0.07000350952148438,3.595531702041626,1.0367012023925781,1.898500919342041
0,1,19,20,0.05,0.0,1.15,1.6,0.06593993306159973,2.8184428215026855,1.1318241357803345,1.8992637395858765
0,1,20,21,0.0,0.0,0.9523809523809523,1.4285714285714286,0.048863086849451065,3.0315489768981934,1.1139408349990845,1.9869540929794312
0,1,21,22,0.045454545454545456,0.045454545454545456,0.9545454545454546,1.5909090909090908,0.07789116352796555,3.0675086975097656,1.1571764945983887,1.981421709060669
0,1,22,23,0.0,0.0,0.6521739130434783,1.5217391304347827,0.04687599465250969,3.3717432022094727,1.0455931425094604,1.9814269542694092
0,1,23,24,0.041666666666666664,0.0,0.5416666666666666,0.7916666666666666,0.06581371277570724,4.5868353843688965,1.1111901998519897,1.928109049797058
0,1,24,25,0.04,0.0,0.48,1.08,0.10406452417373657,3.5966908931732178,1.0987852811813354,1.9366799592971802
0,1,25,26,0.0,0.0,0.46153846153846156,0.8846153846153846,0.17240077257156372,4.132224082946777,1.1393802165985107,1.9517472982406616
0,1,26,27,0.037037037037037035,0.0,0.6296296296296297,0.9259259259259259,0.16671279072761536,3.521409749984741,1.1631020307540894,1.9375662803649902
0,1,27,28,0.03571428571428571,0.0,0.6428571428571429,1.2142857142857142,0.04806200787425041,2.5846312046051025,1.105695128440857,1.9198230504989624
0,1,28,29,0.06896551724137931,0.034482758620689655,0.6206896551724138,1.0344827586206897,0.03872542455792427,2.9855246543884277,1.1319246292114258,2.001783609390259
0,1,29,30,0.0,0.0,0.4666666666666667,1.0333333333333334,0.08343013375997543,3.300067186355591,1.0658987760543823,1.999554991722107
0,1,30,31,0.03225806451612903,0.0,0.5483870967741935,0.967741935483871,0.056633658707141876,3.7678897380828857,1.0973397493362427,1.9875832796096802
0,1,31,32,0.0,0.0,0.40625,0.75,0.06534498929977417,4.5060577392578125,1.0895814895629883,1.9338092803955078
0,1,32,33,0.030303030303030304,0.0,0.6060606060606061,0.7878787878787878,0.10901157557964325,4.023143768310547,1.110082745552063,1.9416455030441284
0,1,33,34,0.0,0.0,0.6176470588235294,0.8529411764705882,0.05474749580025673,3.5370891094207764,1.1321629285812378,1.9597551822662354
0,1,34,35,0.0,0.0,0.4,0.7714285714285715,0.059560734778642654,3.522731304168701,1.1238805055618286,1.9453251361846924
0,1,35,36,0.027777777777777776,0.027777777777777776,0.4722222222222222,0.7777777777777778,0.0604366809129715,3.136232614517212,1.0962090492248535,1.9099044799804688
0,1,36,37,0.0,0.0,0.5135135135135135,0.7837837837837838,0.055393606424331665,3.471306800842285,1.0695486068725586,1.9911298751831055
0,1,37,38,0.0,0.0,0.47368421052631576,0.8157894736842105,0.08600763231515884,3.803579568862915,1.1290847063064575,1.9938113689422607
0,1,38,39,0.0,0.0,0.48717948717948717,0.8205128205128205,0.04334576800465584,3.820075750350952,1.09656822681427,1.9773727655410767
0,1,39,40,0.0,0.0,0.375,0.6,0.09460049867630005,4.51283597946167,1.1033967733383179,1.9246543645858765
0,1,40,41,0.0,0.0,0.4634146341463415,0.6097560975609756,0.09480678290128708,4.2689619064331055,1.034952163696289,1.9460899829864502
0,1,41,42,0.0,0.0,0.3333333333333333,0.5952380952380952,0.07645978033542633,4.730459690093994,1.1048860549926758,1.9602766036987305
0,1,42,43,0.023255813953488372,0.0,0.3023255813953488,0.5116279069767442,0.057404108345508575,4.208061218261719,1.1335738897323608,1.9429340362548828
0,1,43,44,0.022727272727272728,0.0,0.3409090909090909,0.5227272727272727,0.06146499887108803,3.7508034706115723,1.0876983404159546,1.9081975221633911
0,1,44,45,0.022222222222222223,0.0,0.26666666666666666,0.4888888888888889,0.05825268477201462,4.022830963134766,1.122762680053711,1.9897962808609009
0,1,45,46,0.021739130434782608,0.021739130434782608,0.32608695652173914,0.5869565217391305,0.06890513747930527,3.2980496883392334,1.1437444686889648,1.9947755336761475
0,1,46,47,0.02127659574468085,0.0,0.3191489361702128,0.44680851063829785,0.07584827393293381,3.800225019454956,1.1004549264907837,1.9819042682647705
0,1,47,48,0.0,0.0,0.20833333333333334,0.3333333333333333,0.11939969658851624,4.18262243270874,1.09650456905365,1.9241920709609985
0,1,48,49,0.02040816326530612,0.0,0.2653061224489796,0.3877551020408163,0.08716394752264023,3.7972450256347656,1.1649835109710693,1.9500792026519775
0,1,49,50,0.0,0.0,0.22,0.46,0.11756306886672974,3.9827640056610107,1.1488264799118042,1.9638142585754395
