layer,strategy,group_size,quantized_side,certificate_type,valid_tiles,actual_sparsity,naive_mismatch_rate,false_drop_rate,false_keep_rate,refinement_rate,certimask_exact_match_rate,certificate_violations,bound_p50,bound_p90,bound_p99,margin_over_bound_p50,margin_over_bound_p90,score_error_p50,score_error_p90,score_error_p99,rho_p50,rho_p90,rho_p99,rho_max,refinement_reduction_vs_baseline,naive_mismatch_reduction_vs_baseline
6,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.02383241758241758,0.001098901098901099,0.022733516483516483,0.08372252747252747,1.0,0,0.12305906414985657,0.2333611398935318,0.25654032826423645,8.90498161315918,35.71710968017578,0.012905597686767578,0.04885515943169594,0.08122871816158295,8.849846839904785,50.95270538330078,551.2366943359375,228693.8125,0.18427197802197803,0.0003777472527472549
6,k_only_per_group_g8_coordinate_analytic,8,k_only,analytic,29120,0.8658653846153846,0.02345467032967033,0.0009958791208791208,0.02245879120879121,0.076614010989011,1.0,0,0.10642147809267044,0.2036781758069992,0.2269490510225296,10.26107406616211,40.835384368896484,0.013113856315612793,0.04501466453075409,0.07360105216503143,7.484779357910156,40.153507232666016,415.76995849609375,189656252416.0,0.1913804945054945,0.0007554945054945063
6,k_only_per_group_g4_coordinate_analytic,4,k_only,analytic,29120,0.8658653846153846,0.01720467032967033,0.0004120879120879121,0.016792582417582417,0.06050824175824176,1.0,0,0.08301861584186554,0.11635598540306091,0.13362029194831848,15.199621200561523,47.0908317565918,0.006417751312255859,0.014822006225585938,0.022951899096369743,12.540111541748047,70.4896011352539,731.5138549804688,118101549056.0,0.20748626373626372,0.007005494505494505
7,baseline_per_vector_qk_coordinate_analytic,0,qk,analytic,29120,0.8658653846153846,0.022596153846153846,0.0031593406593406594,0.019436813186813187,0.21377060439560439,1.0,0,1.1791231632232666,1.396682620048523,1.5490003824234009,2.3948559761047363,5.019871711730957,0.06975150108337402,0.1756628304719925,0.2857297956943512,15.983739852905273,86.71205139160156,862.192138671875,1297781.75,0.0,0.0
7,qk_per_group_g32_coordinate_analytic,32,qk,analytic,29120,0.8658653846153846,0.019539835164835165,0.001717032967032967,0.017822802197802197,0.13962912087912088,1.0,0,0.6905778646469116,0.8696878552436829,1.019221305847168,3.9951858520507812,8.453693389892578,0.03777170181274414,0.09509438276290894,0.15616615116596222,18.03770637512207,96.0588150024414,1004.7941284179688,539855.1875,0.0741414835164835,0.003056318681318681
7,qk_per_group_g16_coordinate_analytic,16,qk,analytic,29120,0.8658653846153846,0.017513736263736264,0.0008241758241758242,0.01668956043956044,0.09883241758241758,1.0,0,0.41144412755966187,0.5687817931175232,0.6579815149307251,6.4480180740356445,13.94491958618164,0.018146038055419922,0.048509977757930756,0.08952018618583679,22.812091827392578,122.6283950805664,1119.96337890625,222137.125,0.11493818681318681,0.005082417582417582
7,qk_per_group_g8_coordinate_analytic,8,qk,analytic,29120,0.8658653846153846,0.016483516483516484,0.0006524725274725274,0.015831043956043955,0.0806662087912088,1.0,0,0.30392545461654663,0.41310811042785645,0.4857780933380127,8.883245468139648,18.85207748413086,0.010523319244384766,0.02718181535601616,0.04546229541301727,28.859127044677734,151.1443634033203,1604.9072265625,397575684096.0,0.13310439560439558,0.006112637362637362
7,qk_per_group_g4_coordinate_analytic,4,qk,analytic,29120,0.8658653846153846,0.01569368131868132,0.00030906593406593405,0.015384615384615385,0.07118818681318681,1.0,0,0.24861526489257812,0.3335840106010437,0.3979320526123047,10.928436279296875,23.06363296508789,0.006849050521850586,0.017964458093047142,0.03066260740160942,35.61762237548828,194.34986877441406,1970.4403076171875,197912756224.0,0.14258241758241758,0.006902472527472527
7,k_only_per_vector_coordinate_analytic,0,k_only,analytic,29120,0.8658653846153846,0.02074175824175824,0.001614010989010989,0.019127747252747254,0.14436813186813185,1.0,0,0.7934628129005432,1.087939739227295,1.1851496696472168,3.4883182048797607,7.783936023712158,0.04369616508483887,0.10065755993127823,0.14672355353832245,16.20127296447754,81.61431884765625,863.90625,268905.375,0.06940247252747253,0.0018543956043956047
7,k_only_per_group_g16_coordinate_analytic,16,k_only,analytic,29120,0.8658653846153846,0.01662087912087912,0.0002403846153846154,0.016380494505494506,0.0582760989010989,1.0,0,0.16834919154644012,0.20830553770065308,0.23209667205810547,16.602088928222656,34.65489196777344,0.007875442504882812,0.019525717943906784,0.03166509047150612,20.481487274169922,108.50183868408203,1067.100341796875,207575973888.0,0.1554945054945055,0.005975274725274725
