layer,target_sparsity,mask_type,oracle_gap_mass,oracle_gap_l2,improvement_over_mean_pooled_mass,improvement_over_mean_pooled_l2
22,0.6,aglr_antidiagonal_topk_mean,0.05944526195526123,0.09714654088020325,0.052521347999572754,0.09996959567070007
23,0.3,mean_pooled_score,0.06543213129043579,0.06937801092863083,0.8808416724205017,-0.12408284842967987
23,0.3,oracle_block_mass,0.0537261962890625,0.05470483750104904,0.9462738037109375,-0.05470483750104904
23,0.3,aglr_antidiagonal_logsumexp,0.019175410270690918,0.022695615887641907,0.04625672101974487,0.04668239504098892
23,0.3,aglr_antidiagonal_topk_mean,0.018120110034942627,0.018872544169425964,0.047312021255493164,0.050505466759204865
23,0.4,mean_pooled_score,0.0760420560836792,0.08700225502252579,0.8355695009231567,-0.1748502403497696
23,0.4,oracle_block_mass,0.08838844299316406,0.0878479853272438,0.9116115570068359,-0.0878479853272438
23,0.4,aglr_antidiagonal_logsumexp,0.030641615390777588,0.03730910271406174,0.04540044069290161,0.04969315230846405
23,0.4,aglr_antidiagonal_topk_mean,0.029595494270324707,0.03336340934038162,0.04644656181335449,0.053638845682144165
23,0.5,mean_pooled_score,0.09346330165863037,0.11439940333366394,0.767264187335968,-0.250424325466156
23,0.5,oracle_block_mass,0.1392725110054016,0.13602492213249207,0.8607274889945984,-0.13602492213249207
23,0.5,aglr_antidiagonal_logsumexp,0.03951519727706909,0.04599374532699585,0.05394810438156128,0.06840565800666809
23,0.5,aglr_antidiagonal_topk_mean,0.03777050971984863,0.04349547624588013,0.05569279193878174,0.07090392708778381
23,0.6,mean_pooled_score,0.1064302921295166,0.14008845388889313,0.7039862871170044,-0.32494598627090454
23,0.6,oracle_block_mass,0.189583420753479,0.1848575323820114,0.810416579246521,-0.1848575323820114
23,0.6,aglr_antidiagonal_logsumexp,0.054695963859558105,0.06284904479980469,0.051734328269958496,0.07723940908908844
23,0.6,aglr_antidiagonal_topk_mean,0.051377296447753906,0.06078031659126282,0.055052995681762695,0.07930813729763031
