layer,target_sparsity,mask_type,sample_pattern,aggregation,actual_tile_sparsity,attention_tile_work_fraction,kept_attention_mass_mean,kept_attention_mass_p50,kept_attention_mass_p90,dropped_attention_mass_mean,output_l2_relative_mean,output_l2_relative_p90,output_cosine_mean,output_cosine_p10,prob_l1_mean,prob_kl_mean,token_mask_sparsity,strict_quality_pass,practical_quality_pass,strong_quality_pass,oracle_gap_mass,oracle_gap_l2,improvement_over_mean_pooled_mass,improvement_over_mean_pooled_l2
1,0.5,oracle_block_mass,none,none,0.49230769230769234,0.5076923076923077,0.8822001218795776,0.914649486541748,0.9995914697647095,0.11779988557100296,0.06212688237428665,0.15348178148269653,0.9956296682357788,0.9930253028869629,0.23559977114200592,2.4719619750976562,0.7492010934012276,False,False,False,0.11779987812042236,0.06212688237428665,0.8822001218795776,-0.06212688237428665
1,0.5,aglr_antidiagonal_logsumexp,both_diagonals,logsumexp,0.4918269230769231,0.5081730769230769,0.8591450452804565,0.8990708589553833,0.9994422197341919,0.14085496962070465,0.07546370476484299,0.20124295353889465,0.9944186806678772,0.9891518950462341,0.2817099392414093,2.982201099395752,0.749267578125,False,False,False,0.023055076599121094,0.013336822390556335,0.038682639598846436,0.043899163603782654
1,0.5,aglr_antidiagonal_topk_mean,both_diagonals,topk_mean,0.4918269230769231,0.5081730769230769,0.8644159436225891,0.9038810729980469,0.9995495080947876,0.1355840414762497,0.07334303855895996,0.19575272500514984,0.9943894743919373,0.9892172813415527,0.2711680829524994,2.8673369884490967,0.749267578125,False,False,False,0.017784178256988525,0.01121615618467331,0.043953537940979004,0.04601982980966568
1,0.6,dense,none,none,0.0,1.0,1.0,1.0,1.0000001192092896,4.145217058493245e-09,0.0,0.0,1.0,0.9999998807907104,0.0,0.0,0.49951171875,False,False,False,-0.15192270278930664,-0.08010624349117279,1.0,0.0
1,0.6,mean_pooled_score,none,none,0.6182692307692308,0.3817307692307692,0.7826042175292969,0.8450556397438049,0.9983240365982056,0.21739578247070312,0.1445128619670868,0.3389873802661896,0.958161473274231,0.9730668663978577,0.40354156494140625,4.7837090492248535,0.8131414140973772,False,False,False,0.06547307968139648,0.064406618475914,0.7826042175292969,-0.1445128619670868
1,0.6,oracle_block_mass,none,none,0.5875,0.4125,0.8480772972106934,0.8823773860931396,0.9991337060928345,0.15192270278930664,0.08010624349117279,0.20581313967704773,0.9938331842422485,0.9888910055160522,0.3038454055786133,3.1957147121429443,0.7974510192871094,False,False,False,0.15192270278930664,0.08010624349117279,0.8480772972106934,-0.08010624349117279
1,0.6,aglr_antidiagonal_logsumexp,both_diagonals,logsumexp,0.5870192307692308,0.4129807692307692,0.823309063911438,0.8645884990692139,0.9988138675689697,0.17669090628623962,0.09793402254581451,0.2635733187198639,0.9920929670333862,0.9816240072250366,0.35338181257247925,3.747352123260498,0.797607421875,False,False,False,0.02476823329925537,0.017827779054641724,0.04070484638214111,0.04657883942127228
1,0.6,aglr_antidiagonal_topk_mean,both_diagonals,topk_mean,0.5870192307692308,0.4129807692307692,0.8286728858947754,0.8683205842971802,0.9990373849868774,0.1713271290063858,0.09573764353990555,0.2571409344673157,0.9919211268424988,0.9821068048477173,0.342654287815094,3.6299662590026855,0.797607421875,False,False,False,0.01940441131591797,0.015631400048732758,0.046068668365478516,0.048775218427181244
2,0.3,dense,none,none,0.0,1.0,1.0,1.0,1.0000001192092896,5.76671599361589e-09,0.0,0.0,1.0,0.9999998807907104,0.0,0.0,0.49951171875,False,False,False,-0.03399175405502319,-0.032510992139577866,1.0,0.0
2,0.3,mean_pooled_score,none,none,0.31682692307692306,0.6831730769230769,0.914829671382904,0.963188886642456,0.9995664358139038,0.08517032116651535,0.09929166734218597,0.21414496004581451,0.9762416481971741,0.987021803855896,0.1547156423330307,1.9752581119537354,0.6601633344377791,False,False,False,0.051178574562072754,0.06678067520260811,0.914829671382904,-0.09929166734218597
2,0.3,oracle_block_mass,none,none,0.2860576923076923,0.7139423076923077,0.9660082459449768,0.9832708835601807,0.9998626708984375,0.03399164602160454,0.032510992139577866,0.08273828774690628,0.9987354278564453,0.9975465536117554,0.06798329204320908,0.7211236953735352,0.644775390625,False,False,False,0.03399175405502319,0.032510992139577866,0.9660082459449768,-0.032510992139577866
2,0.3,aglr_antidiagonal_logsumexp,both_diagonals,logsumexp,0.2860576923076923,0.7139423076923077,0.9401496052742004,0.9653009176254272,0.9997700452804565,0.05985040217638016,0.06051892042160034,0.15345367789268494,0.9966477155685425,0.9918584823608398,0.11970080435276031,1.3106447458267212,0.644775390625,False,False,False,0.025858640670776367,0.028007928282022476,0.025319933891296387,0.03877274692058563
2,0.3,aglr_antidiagonal_topk_mean,both_diagonals,topk_mean,0.2860576923076923,0.7139423076923077,0.9471046328544617,0.9705910682678223,0.9998006224632263,0.052895400673151016,0.052986107766628265,0.1365228295326233,0.9972869157791138,0.9934858679771423,0.10579080134630203,1.1546499729156494,0.644775390625,False,False,False,0.018903613090515137,0.0204751156270504,0.03227496147155762,0.04630555957555771
