layer,block_size,target_sparsity,local_blocks,aggregation,mask_type,actual_tile_sparsity,attention_tile_work_fraction,kept_attention_mass_mean,output_cosine_mean,output_l2_relative_mean,kept_attention_mass_p50,kept_attention_mass_p90,output_l2_relative_p90,output_cosine_p10,token_mask_sparsity,strict_pass,practical_pass,relaxed_pass,quality_only_pass,oracle_gap_mass,oracle_gap_l2,improvement_over_mean_pooled_mass,improvement_over_mean_pooled_l2
1,8,0.7,0,topk_mean,aglr_antidiagonal,0.6925872093023255,0.3074127906976744,0.7869311571121216,0.9871413111686707,0.12625685334205627,0.8280603885650635,0.9971363544464111,0.32506299018859863,0.9728021621704102,0.8484439849853516,False,False,False,False,0.022332608699798584,0.01846873015165329,0.026253223419189453,0.02527603507041931
1,8,0.7,1,topk_mean,aglr_antidiagonal,0.6925872093023255,0.3074127906976744,0.7853537797927856,0.9868706464767456,0.12730202078819275,0.8278452754020691,0.9971363544464111,0.3264719247817993,0.9724910259246826,0.8485107421875,False,False,False,False,0.02390998601913452,0.019513897597789764,0.024675846099853516,0.024230867624282837
1,8,0.7,2,topk_mean,aglr_antidiagonal,0.6923449612403101,0.3076550387596899,0.790989100933075,0.9885163903236389,0.11930398643016815,0.8328642845153809,0.9976091384887695,0.31565678119659424,0.9747204184532166,0.848388671875,False,False,False,False,0.018274664878845215,0.011515863239765167,0.030311167240142822,0.032228901982307434
1,8,0.75,0,none,oracle_block_mass,0.7441860465116279,0.2558139534883721,0.7781180739402771,0.9872958660125732,0.12978039681911469,0.8139625787734985,0.9975284337997437,0.3362887501716614,0.9744069576263428,0.8742580413818359,False,False,False,False,0.2218819260597229,0.12978039681911469,0.7781180739402771,-0.12978039681911469
1,8,0.75,0,none,mean_pooled_score,0.7596899224806202,0.24031007751937986,0.7248261570930481,0.9521764516830444,0.18390986323356628,0.7763997316360474,0.9963754415512085,0.4891893267631531,0.9498003721237183,0.8821125030517578,False,False,False,False,0.053291916847229004,0.0541294664144516,0.7248261570930481,-0.18390986323356628
1,8,0.75,0,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7461065053939819,0.9811788201332092,0.15963447093963623,0.7859077453613281,0.9954557418823242,0.4138798415660858,0.9600493311882019,0.8743667602539062,False,False,False,False,0.032011568546295166,0.029854074120521545,0.021280348300933838,0.024275392293930054
1,8,0.75,1,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7450544238090515,0.9815360307693481,0.16104909777641296,0.7861003279685974,0.9954580068588257,0.4181397557258606,0.9589649438858032,0.87451171875,False,False,False,False,0.033063650131225586,0.03126870095729828,0.020228266716003418,0.02286076545715332
1,8,0.75,2,logsumexp,aglr_antidiagonal,0.7438226744186047,0.25617732558139533,0.7542113065719604,0.9846484661102295,0.14844028651714325,0.7939289212226868,0.9960745573043823,0.39229869842529297,0.9644051790237427,0.87432861328125,False,False,False,False,0.02390676736831665,0.018659889698028564,0.029385149478912354,0.035469576716423035
1,8,0.75,0,topk_mean,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.755494236946106,0.9831483364105225,0.1505231261253357,0.7947227954864502,0.9958659410476685,0.3929551839828491,0.9635269045829773,0.8744239807128906,False,False,False,False,0.022623836994171143,0.02074272930622101,0.03066807985305786,0.03338673710823059
1,8,0.75,1,topk_mean,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.7534915804862976,0.9828993082046509,0.1523323506116867,0.7943653464317322,0.9958659410476685,0.39712637662887573,0.9622819423675537,0.87451171875,False,False,False,False,0.024626493453979492,0.02255195379257202,0.02866542339324951,0.03157751262187958
1,8,0.75,2,topk_mean,aglr_antidiagonal,0.7438226744186047,0.25617732558139533,0.7614055275917053,0.9855108857154846,0.14130540192127228,0.8021765947341919,0.9964459538459778,0.3775540590286255,0.9664127826690674,0.87432861328125,False,False,False,False,0.016712546348571777,0.011525005102157593,0.03657937049865723,0.042604461312294006
2,8,0.3,0,none,oracle_block_mass,0.29299903100775193,0.7070009689922481,0.9853613376617432,0.9990292191505432,0.02095499075949192,0.994974672794342,0.9998637437820435,0.057974331080913544,0.9987555742263794,0.6471538543701172,False,False,False,True,0.014638662338256836,0.02095499075949192,0.9853613376617432,-0.02095499075949192
2,8,0.3,0,none,mean_pooled_score,0.3085029069767442,0.6914970930232558,0.941362202167511,0.9868765473365784,0.0691857635974884,0.9753398299217224,0.9997655749320984,0.12764210999011993,0.994799017906189,0.6548824310302734,False,False,False,True,0.04399913549423218,0.04823077283799648,0.941362202167511,-0.0691857635974884
2,8,0.3,0,logsumexp,aglr_antidiagonal,0.29299903100775193,0.7070009689922481,0.9498646855354309,0.9962312579154968,0.05314718559384346,0.9800114035606384,0.999792754650116,0.14486947655677795,0.9930226802825928,0.64715576171875,False,False,False,True,0.035496652126312256,0.03219219483435154,0.008502483367919922,0.016038578003644943
