batch,head,query_block,valid_key_blocks,naive_mismatch,oracle_crossing,actual_refinement,analytic_refinement,mean_error,mean_margin,mean_actual_bound,mean_analytic_bound
0,0,0,1,0.0,0.0,1.0,1.0,0.028662919998168945,0.0,0.6869008541107178,1.2168939113616943
0,0,1,2,0.0,0.0,1.0,1.0,0.11414909362792969,0.33077019453048706,0.7083039283752441,1.2167868614196777
0,0,2,3,0.0,0.0,0.6666666666666666,0.6666666666666666,0.10471212863922119,0.9031131863594055,0.7254505157470703,1.2877761125564575
0,0,3,4,0.25,0.0,0.5,0.5,0.05221203714609146,1.3097141981124878,0.843605637550354,1.4017024040222168
0,0,4,5,0.2,0.0,0.4,0.4,0.015156179666519165,1.925782561302185,0.759142279624939,1.314995527267456
0,0,5,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.07410022616386414,2.5216495990753174,0.7421677112579346,1.2882256507873535
0,0,6,7,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0944022610783577,2.3701577186584473,0.7413890957832336,1.3527746200561523
0,0,7,8,0.125,0.0,0.5,0.5,0.03387720137834549,2.3644776344299316,0.7483606338500977,1.2882291078567505
0,0,8,9,0.1111111111111111,0.0,0.3333333333333333,0.5555555555555556,0.046397820115089417,2.2878808975219727,1.072228193283081,1.7907538414001465
0,0,9,10,0.0,0.0,0.3,0.3,0.12753310799598694,2.597111225128174,1.0991277694702148,1.8291298151016235
0,0,10,11,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0823545977473259,3.0446786880493164,1.096818447113037,1.888230800628662
0,0,11,12,0.08333333333333333,0.0,0.3333333333333333,0.5833333333333334,0.11772055178880692,2.400243043899536,1.2484638690948486,2.10722279548645
0,0,12,13,0.07692307692307693,0.0,0.23076923076923078,0.3076923076923077,0.08449999988079071,3.6627371311187744,1.1954903602600098,2.0564992427825928
0,0,13,14,0.0,0.0,0.14285714285714285,0.2857142857142857,0.12102191150188446,3.885352849960327,1.1528503894805908,2.026689052581787
0,0,14,15,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.3333333333333333,0.245916947722435,3.4732718467712402,1.1247328519821167,1.9956108331680298
0,0,15,16,0.0,0.0,0.125,0.25,0.07561353594064713,4.0921502113342285,1.0960321426391602,1.9249762296676636
