layer,block_size,target_sparsity,local_blocks,aggregation,mask_type,actual_tile_sparsity,attention_tile_work_fraction,kept_attention_mass_mean,output_cosine_mean,output_l2_relative_mean,kept_attention_mass_p50,kept_attention_mass_p90,output_l2_relative_p90,output_cosine_p10,token_mask_sparsity,strict_pass,practical_pass,relaxed_pass,quality_only_pass,oracle_gap_mass,oracle_gap_l2,improvement_over_mean_pooled_mass,improvement_over_mean_pooled_l2,frontier_rank
13,8,0.7,0,logsumexp,aglr_antidiagonal,0.6925872093023255,0.3074127906976744,0.9331732392311096,0.9878824353218079,0.07989220321178436,0.9670208692550659,0.9972931146621704,0.19990481436252594,0.9836246967315674,0.8481407165527344,True,True,True,True,0.007498323917388916,0.010220862925052643,0.17466825246810913,0.3433709293603897,3
13,8,0.75,0,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.9118185043334961,0.9824737310409546,0.10306210070848465,0.9526091814041138,0.9960267543792725,0.2585543394088745,0.9723161458969116,0.8739585876464844,True,True,True,True,0.010034680366516113,0.013789944350719452,0.19620352983474731,0.387553833425045,4
16,8,0.3,0,logsumexp,aglr_antidiagonal,0.29299903100775193,0.7070009689922481,0.9974721670150757,0.9986132383346558,0.012659299187362194,0.9999212026596069,0.9999998807907104,0.022647986188530922,0.9997707605361938,0.6471500396728516,False,False,False,True,0.0005286335945129395,0.0029999129474163055,0.027028441429138184,0.12061015982180834,0
16,8,0.5,0,logsumexp,aglr_antidiagonal,0.49612403100775193,0.5038759689922481,0.9919704794883728,0.9946154952049255,0.03281421586871147,0.9993976354598999,0.9999968409538269,0.07943679392337799,0.9972401261329651,0.7494525909423828,False,True,True,True,0.001443624496459961,0.00600048154592514,0.09480124711990356,0.6627426035702229,1
16,8,0.65,0,logsumexp,aglr_antidiagonal,0.642562984496124,0.35743701550387597,0.9860020875930786,0.9909642934799194,0.049236271530389786,0.998202919960022,0.999976634979248,0.13937580585479736,0.9915037751197815,0.8232078552246094,True,True,True,True,0.0025292038917541504,0.008358195424079895,0.15523380041122437,1.2493217252194881,2
16,8,0.7,0,logsumexp,aglr_antidiagonal,0.6925872093023255,0.3074127906976744,0.9819958806037903,0.9878409504890442,0.06055549904704094,0.9973165988922119,0.9999568462371826,0.17976659536361694,0.9863065481185913,0.8483428955078125,True,True,True,True,0.0031813383102416992,0.009701564908027649,0.18718749284744263,1.5180112905800343,3
16,8,0.75,0,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.9761039614677429,0.9820883870124817,0.07706543058156967,0.9959417581558228,0.9999219179153442,0.23135393857955933,0.9774853587150574,0.8742637634277344,True,True,True,True,0.0045708417892456055,0.013473093509674072,0.2324070930480957,1.9915497675538063,4
16,16,0.3,0,logsumexp,aglr_antidiagonal,0.2860576923076923,0.7139423076923077,0.9971726536750793,0.9987155795097351,0.012627084739506245,0.9998905658721924,0.9999998807907104,0.025679539889097214,0.9997175931930542,0.6447508675711495,False,False,False,True,0.0005903840065002441,0.002873389981687069,0.09554600715637207,0.6990917725488544,5
16,16,0.3,0,topk_mean,aglr_antidiagonal,0.2860576923076923,0.7139423076923077,0.9971824288368225,0.9987073540687561,0.012655047699809074,0.999893307685852,0.9999998807907104,0.02522249147295952,0.9997268915176392,0.644759041922433,False,False,False,True,0.0005806088447570801,0.0029013529419898987,0.09555578231811523,0.6990638095885515,6
20,8,0.3,0,logsumexp,aglr_antidiagonal,0.29299903100775193,0.7070009689922481,0.9813074469566345,0.9994577169418335,0.02003938890993595,0.9874464869499207,0.9983325004577637,0.05070096254348755,0.9987945556640625,0.6471500396728516,False,False,False,True,0.0018743276596069336,0.0021589230746030807,0.03330278396606445,0.04344489984214306,0
20,8,0.5,0,logsumexp,aglr_antidiagonal,0.49612403100775193,0.5038759689922481,0.9471410512924194,0.9959611296653748,0.05631569027900696,0.9613419771194458,0.9924787282943726,0.12576308846473694,0.9927429556846619,0.7494106292724609,False,True,True,True,0.005024254322052002,0.007792707532644272,0.08434289693832397,0.09585070610046387,1
20,8,0.65,0,logsumexp,aglr_antidiagonal,0.642562984496124,0.35743701550387597,0.9090391397476196,0.9916710257530212,0.09062765538692474,0.9266211986541748,0.9845027923583984,0.20261189341545105,0.981132984161377,0.8230762481689453,True,True,True,True,0.007336676120758057,0.010017909109592438,0.1408490538597107,0.16572828590869904,2
20,8,0.7,0,logsumexp,aglr_antidiagonal,0.6925872093023255,0.3074127906976744,0.8878470659255981,0.9880903959274292,0.11117995530366898,0.9079374670982361,0.9799718856811523,0.24441948533058167,0.9727275967597961,0.8482170104980469,False,False,True,False,0.009047508239746094,0.012591950595378876,0.16424232721328735,0.20218949764966965,3
20,8,0.75,0,logsumexp,aglr_antidiagonal,0.7441860465116279,0.2558139534883721,0.861758828163147,0.9826545119285583,0.13648489117622375,0.8860453367233276,0.9745801687240601,0.29973307251930237,0.9589493274688721,0.8741302490234375,False,False,True,False,0.010609030723571777,0.01589999347925186,0.19121551513671875,0.2374262511730194,4
22,8,0.3,0,logsumexp,aglr_antidiagonal,0.29299903100775193,0.7070009689922481,0.9343019127845764,0.9923607110977173,0.08909603208303452,0.9476100206375122,0.9836139678955078,0.18659639358520508,0.9864987134933472,0.6471023559570312,False,False,False,True,0.016430199146270752,0.024143412709236145,0.04864048957824707,0.07159606367349625,0
22,8,0.5,0,logsumexp,aglr_antidiagonal,0.49612403100775193,0.5038759689922481,0.8273061513900757,0.9686984419822693,0.22159476578235626,0.8475596904754639,0.9347785115242004,0.44618770480155945,0.9363245964050293,0.7493000030517578,False,False,False,False,0.03484302759170532,0.05431225895881653,0.06073850393295288,0.10063411295413971,1
22,8,0.5,0,topk_mean,aglr_antidiagonal,0.49612403100775193,0.5038759689922481,0.8280342221260071,0.9675129055976868,0.22259709239006042,0.8503605127334595,0.9310979247093201,0.44213899970054626,0.9371032118797302,0.7493553161621094,False,False,False,False,0.034114956855773926,0.05531458556652069,0.06146657466888428,0.09963178634643555,2
22,8,0.65,0,logsumexp,aglr_antidiagonal,0.642562984496124,0.35743701550387597,0.7227168083190918,0.9419448971748352,0.35332679748535156,0.7377278208732605,0.8643763065338135,0.6479145288467407,0.8740098476409912,0.8228321075439453,False,False,False,False,0.046279847621917725,0.07437336444854736,0.06815963983535767,0.13245949149131775,3
22,8,0.65,0,topk_mean,aglr_antidiagonal,0.642562984496124,0.35743701550387597,0.7252591252326965,0.9383072257041931,0.35592153668403625,0.7432725429534912,0.8652514219284058,0.6559083461761475,0.8668205738067627,0.8229465484619141,False,False,False,False,0.04373753070831299,0.07696810364723206,0.0707019567489624,0.12986475229263306,4
22,8,0.7,0,logsumexp,aglr_antidiagonal,0.6925872093023255,0.3074127906976744,0.6737653613090515,0.9254668951034546,0.42491182684898376,0.6892292499542236,0.8314673900604248,0.7709933519363403,0.8286082148551941,0.8479118347167969,False,False,False,False,0.049458205699920654,0.08214658498764038,0.07007396221160889,0.13577035069465637,5
